x,y,z
42.75,315.387,-59.656
21.657,291.802,55.163
42.636,315.292,-59.467
39.84,321.997,-96.899
37.02,308.353,-41.898
43.695,320.771,-59.241
18.667,288.736,45.845
35.938,307.882,72.762
36.11,307.883,72.743
25.083,295.971,52.95
49.712,322.864,-69.517
48.982,328.409,-102.28
43.808,316.83,-16.364
50.285,323.681,-102.399
45.572,318.321,-68.944
37.75,310.339,49.76
36.781,308.839,53.935
37.963,310.183,-55.108
43.868,316.835,-62.452
50.223,323.8,-48.197
38.062,310.066,-42.131
51.392,325.55,-52.764
34.847,306.733,-44.971
49.652,323.033,-92.397
49.749,323.099,-69.987
37.31,309.576,71.487
42.173,315.125,101.886
49.505,323.329,-29.856
42.616,315.739,98.065
50.116,323.431,-68.235
49.79,323.398,-70.794
37.919,310.274,-41.98
26.089,297.642,96.311
49.776,323.365,-94.205
49.864,323.599,-69.646
49.747,323.154,-94.529
41.273,314.297,103.114
46.564,319.873,121.561
37.829,310.565,42.728
44.549,317.954,-65.127
27.602,299.203,97.801
27.567,299.226,97.764
33.218,306.015,72.3
26.28,297.748,89.915
43.732,317.093,101.664
48.678,322.721,-71.128
21.284,292.563,55.083
49.44,323.347,-29.807
49.442,323.35,-29.815
20.744,291.723,55.437
36.246,309.066,54.29
69.367,363.298,124.006
49.581,323.434,-72.01
49.906,326.169,-48.322
39.652,313.013,-51.963
41.87,315.357,-10.964
32.066,304.542,66.281
50.287,324.36,-100.154
50.247,324.301,-99.811
50.254,324.2,-99.946
50.337,324.539,-100.016
50.145,323.914,-102.209
46.371,319.851,-58.473
49.959,324.5,-34.252
51.507,325.942,-49.552
36.966,310.265,38.375
37.725,310.513,-54.545
18.241,289.301,46.156
27.301,299.328,97.674
49.541,323.648,-72.674
36.669,309.773,30.761
44.271,318.2,121.06
42.142,315.743,101.962
29.37,301.465,56.907
37.537,310.557,78.699
35.154,308.547,69.103
35.871,308.754,74.134
43.084,316.695,102.461
43.03,316.721,102.315
37.183,310.891,10.294
49.322,323.742,-73.797
38.035,311.499,-32.586
60.137,299.672,117.262
39.134,312.559,104.597
23.237,295.426,53.274
25.469,297.682,91.849
46.541,321.195,-62.441
25.551,297.964,90.314
36.591,310.115,34.03
17.974,289.185,46.315
36.75,310.121,21.692
18.064,289.488,45.956
41.191,315.123,-51.105
18.032,289.495,46.13
17.94,289.605,46.147
37.055,310.505,18.464
37.255,328.363,-93.982
31.477,304.569,65.496
36.966,310.761,15.672
17.918,289.313,46.22
33.583,306.786,-42.436
51.258,326.184,-96.485
35.801,309.335,73.736
17.894,289.464,46.121
18.03,289.375,46.162
23.627,296.098,14.066
36.406,310.17,-26.015
36.46,310.385,57.327
17.899,289.579,45.971
29.359,302.263,63.223
36.039,309.487,73.017
25.767,298.162,96.243
47.615,322.408,-70.073
17.786,289.4,46.293
51.296,326.485,-95.24
49.206,324.478,-74.308
23.612,296.07,9.841
36.017,309.55,73.091
17.742,289.616,46.147
17.855,289.679,45.977
17.834,289.647,46.095
32.904,306.278,-43.762
36.872,310.89,12.442
41.144,315.344,-51.068
37.679,311.664,78.761
25.371,298.285,89.578
36.801,310.781,41.35
36.747,310.633,-27.033
46.667,321.579,-25.919
42.097,316.523,-13.667
36.829,310.817,41.588
49.07,324.26,-48.082
24.291,297.107,52.547
31.984,314.516,-51.716
31.955,314.531,-51.92
31.731,316.247,-50.841
36.601,310.761,16.714
39.034,313.157,92.963
17.767,289.778,45.958
17.705,289.747,46.095
40.58,315.217,95.418
49.102,324.806,-71.537
45.97,510.976,-57.71
41.854,316.521,100.705
17.442,289.68,48.896
48.971,324.48,-48.209
36.03,310.089,73.423
35.571,309.748,54.725
30.55,304.217,64.239
36.51,310.571,20.002
40.128,314.719,94.433
37.356,311.692,-32.457
35.41,309.613,75.769
26.193,299.06,-0.092
35.922,310.102,-25.932
48.796,324.36,-48.11
47.53,324.383,-88.975
24.398,297.809,5.012
36.202,310.562,20.898
51.864,327.79,-94.929
19.778,292.672,37.654
48.624,324.387,-48.087
52.308,328.589,-96.381
33.416,320.167,-50.77
49.163,325.071,-32.69
39.341,313.89,92.865
25.246,298.628,95.558
36.188,310.595,73.75
41.465,316.495,100.044
35.564,310.355,-26.218
49.108,325.134,-32.781
48.982,325.236,-32.829
36.83,311.674,-31.494
31.775,306.285,68.188
49.093,325.124,-32.734
36.015,310.901,-27.307
35.385,310.341,-26.283
42.266,317.98,-17.766
49.085,325.137,-32.736
49.033,325.189,-32.82
48.936,325.261,-79.366
46.607,322.64,-78.984
48.921,325.295,-79.136
48.919,325.226,-79.929
52.877,329.743,-100.413
39.176,313.855,-49.176
38.115,313.293,-1.603
36.994,312.195,-49.831
49.004,330.551,-106.504
35.768,310.845,-26.751
37.745,312.786,-49.398
38.254,313.696,-49.422
28.056,302.529,59.21
23.52,297.042,10.839
52.36,329.111,-98.749
48.03,324.275,-82.713
29.674,304.236,63.303
35.498,310.703,35.134
33.511,310.357,23.43
37.665,313.051,-51.799
39.652,315.288,98.933
48.762,325.367,-82.348
33.848,310.395,23.34
37.59,313.331,-1.698
37.004,312.769,78.663
37.347,312.644,87.34
35.522,310.725,15.996
36.69,311.9,-52.538
34.206,288.199,22.112
37.468,312.777,88.023
35.515,310.756,15.832
23.333,297.271,10.081
36.418,311.89,-50.086
35.774,310.953,-41.036
36.854,312.242,-50.003
36.899,312.429,-50.065
38.099,313.4,90.027
36.685,312.115,-50.12
36.995,312.543,-50.745
36.817,312.293,-50.679
35.278,310.722,36.797
35.504,310.756,15.825
61.745,263.443,114.613
61.739,263.44,114.617
47.173,323.831,-46.911
28.482,312.525,-4.204
39.992,315.909,98.83
37.086,312.888,0.131
37.308,313.233,82.263
31.268,306.683,-45.328
37.552,313.211,87.364
35.904,311.647,-39.801
117.011,497.092,-154.055
35.002,310.658,31.095
35.082,310.591,28.061
48.734,325.83,-83.951
36.353,312.386,76.945
48.012,325.048,-87.733
34.812,310.56,52.366
35.987,312.163,97.998
38.75,314.907,92.372
36.42,312.469,77.153
46.259,323.235,-47.105
52.712,330.508,-102.966
35.748,311.774,-50.761
36.363,312.548,77.362
32.022,307.899,-41.264
23.798,298.783,88.27
43.034,332.535,-161.559
37.879,314.456,96.464
34.991,310.859,55.473
24.116,299.12,94.081
27.861,303.321,61.237
24.372,299.201,89.033
35.322,311.608,6.73
39.694,320.824,-110.739
43.15,320.289,-65.087
52.502,330.695,-103.953
51.985,329.988,-104.415
20.019,294.778,54.465
42.798,333.197,-154.221
34.446,310.587,23.561
50.169,318.406,-53.259
37.0,326.786,-40.994
46.233,323.539,-47.724
32.007,308.508,80.256
48.837,326.725,-85.811
48.842,326.665,-85.701
37.521,314.134,106.593
44.35,321.913,-76.347
34.504,311.001,59.371
35.323,311.507,-50.381
39.59,316.344,-55.937
42.554,333.799,-151.359
43.21,333.582,-150.923
19.006,294.174,38.531
44.443,332.655,-149.784
19.679,296.115,53.957
42.479,294.767,72.504
42.436,294.819,72.652
42.654,294.843,72.405
42.639,294.798,72.21
42.584,294.75,72.018
42.502,294.682,71.845
35.488,312.215,-37.09
36.336,313.165,79.204
23.411,298.875,88.268
33.901,310.515,24.848
48.738,327.097,-85.171
47.77,325.848,-47.838
27.435,303.521,60.096
16.602,291.569,46.931
44.308,322.208,-81.661
23.251,298.93,88.221
23.427,298.95,88.151
33.857,310.598,12.896
33.786,310.325,-27.719
33.664,310.612,31.77
42.006,319.637,-61.222
52.247,330.968,-105.255
33.579,310.632,-50.568
25.402,327.766,107.873
23.055,298.957,90.053
23.123,298.954,88.195
23.084,298.996,88.075
33.56,310.395,-28.341
35.257,312.409,92.684
42.097,319.793,-47.207
40.557,318.215,-54.2
25.749,310.14,-33.956
34.838,311.874,78.281
51.468,315.033,127.622
31.756,308.531,-40.516
42.9,320.66,-57.895
24.577,300.627,93.807
24.442,300.759,93.335
24.402,300.377,94.111
23.05,299.048,87.947
48.771,327.489,-89.78
34.23,311.698,44.756
29.412,306.487,-8.428
33.947,311.298,41.725
24.435,300.664,93.723
44.266,332.282,-151.076
34.39,311.82,-30.865
41.917,319.996,-57.733
31.108,308.392,77.547
33.878,311.409,87.909
22.76,299.216,51.273
22.767,299.215,90.579
33.032,310.303,16.221
23.692,300.128,16.608
34.399,311.954,-51.383
47.816,327.221,-81.172
42.29,320.578,-37.504
36.43,314.436,85.284
34.864,312.545,-35.528
22.585,299.113,88.771
37.228,315.232,91.216
32.726,310.284,12.363
42.231,320.615,-37.295
32.868,310.394,17.14
28.588,305.745,61.54
44.679,323.64,-45.085
32.676,310.32,17.67
34.569,312.421,80.2
35.494,313.6,80.894
34.145,312.096,-31.595
36.404,314.471,93.633
42.409,321.502,118.68
42.013,320.793,-38.748
34.052,312.104,-51.417
31.173,308.813,17.763
32.064,310.12,80.59
17.194,293.479,53.053
32.256,310.108,18.663
38.59,317.305,-59.257
42.755,321.865,-95.67
41.416,320.34,-39.874
32.351,310.32,33.637
41.268,320.215,-39.905
23.3,300.317,19.183
41.719,320.785,-39.374
42.274,321.494,-103.136
31.829,310.029,27.466
41.734,320.897,-35.91
35.668,314.313,83.857
47.159,327.08,-51.369
31.505,309.874,-50.267
36.353,315.049,90.816
29.938,308.002,-41.606
69.345,363.311,124.127
36.319,315.345,107.688
22.123,299.484,87.069
31.404,310.163,-23.158
40.793,320.043,-39.474
34.388,313.148,85.546
30.185,308.69,64.48
26.851,304.805,58.665
40.595,320.073,-39.536
40.695,320.17,-39.665
35.915,314.657,91.641
34.447,313.35,86.505
32.412,311.067,52.172
33.839,312.547,-33.939
35.136,314.154,102.014
39.954,319.414,-37.961
32.458,311.267,63.433
31.571,310.423,80.344
45.248,325.472,-31.212
30.63,309.224,-48.243
23.503,301.409,19.868
39.22,322.642,-107.006
32.194,310.881,-32.477
41.604,321.392,-98.395
22.772,296.493,19.888
42.548,322.419,-37.411
32.32,311.632,65.782
40.553,320.127,-35.447
31.822,310.704,-32.466
35.321,314.518,89.274
15.197,335.756,94.96
30.326,309.014,14.765
30.471,309.318,13.145
22.321,300.231,91.498
41.697,333.442,-160.652
24.655,302.901,11.727
32.526,311.82,50.474
40.559,320.427,-39.726
40.558,320.23,-39.68
22.856,300.896,24.387
41.08,321.318,-97.906
41.592,321.8,118.159
22.695,300.798,26.407
31.615,310.904,54.034
43.11,323.455,-35.645
43.064,323.508,-35.486
21.649,299.827,86.649
21.553,299.99,86.535
21.787,299.766,30.035
27.001,305.94,55.403
22.664,300.948,92.243
39.942,320.025,-40.964
44.126,324.693,-43.778
29.632,308.477,16.298
41.718,322.069,-43.643
40.651,320.671,-39.741
28.551,307.405,20.955
25.279,303.864,20.323
39.883,320.197,-40.852
22.059,300.438,33.308
22.728,301.409,91.718
37.034,317.285,-59.536
17.559,302.316,43.727
39.817,320.279,-40.768
40.947,321.629,-84.792
21.302,300.12,88.938
44.945,326.101,-39.966
28.778,298.615,98.733
44.488,332.828,-149.487
22.442,301.121,91.985
39.758,320.424,-40.835
39.915,320.592,-41.016
41.678,322.36,-32.984
45.085,326.383,-37.182
39.736,320.313,-40.657
34.35,314.41,96.227
39.704,320.351,-40.528
25.981,313.201,-40.575
34.269,314.456,96.225
31.96,312.027,66.341
40.208,320.986,-41.16
21.192,300.014,86.391
23.852,302.815,25.366
34.263,314.443,96.183
27.737,307.227,7.239
24.029,302.993,39.981
39.687,320.379,-40.389
23.827,302.778,25.181
22.493,301.372,34.451
43.371,324.683,-45.82
39.99,320.801,-41.182
20.975,300.0,86.319
30.154,309.986,-33.544
31.478,311.842,71.728
24.722,303.942,33.234
39.652,320.502,-40.318
39.712,320.651,-40.388
27.498,307.243,54.492
27.509,307.042,54.333
21.15,300.169,86.278
28.93,309.453,53.189
29.738,309.576,7.841
27.869,307.47,31.276
40.481,321.474,-42.739
20.226,325.767,80.476
40.277,321.503,-101.219
34.188,314.837,-13.833
38.637,319.648,-67.146
39.925,321.233,-78.301
23.545,302.817,38.311
31.153,311.182,57.153
31.789,312.082,48.592
42.533,323.742,-34.703
21.248,300.478,36.898
15.32,326.565,102.476
31.57,312.047,57.285
32.202,313.086,-51.212
31.833,312.31,58.108
34.604,315.337,-17.346
38.951,320.202,-70.058
34.763,319.824,-48.735
34.851,320.052,-48.661
34.928,319.91,-48.553
35.24,320.097,-48.206
40.249,321.632,-94.552
38.047,319.308,-38.226
21.972,301.462,48.864
42.433,324.14,-35.164
61.76,263.431,114.613
40.076,321.781,-84.983
21.528,301.159,90.656
39.938,321.758,-104.397
21.126,300.366,86.237
39.12,320.488,-72.06
38.49,320.075,-39.534
22.788,302.587,42.412
29.795,310.357,40.479
37.029,318.346,-61.034
38.183,319.963,-39.35
43.675,326.024,-45.734
28.116,308.807,-40.774
21.723,301.634,90.126
37.62,283.406,82.242
36.707,281.61,75.148
37.943,296.714,109.846
16.582,291.608,47.095
31.503,316.049,-50.458
31.583,314.014,-51.107
32.011,313.187,-51.171
40.043,322.012,117.85
45.163,309.585,96.1
35.045,316.773,-57.048
21.028,301.259,89.815
22.651,302.861,48.957
20.638,300.604,85.928
31.154,312.23,58.558
37.588,282.514,80.554
20.12,300.346,86.48
23.8,304.124,44.267
27.055,307.748,57.322
42.191,324.451,-39.922
21.308,301.434,90.334
30.77,312.247,-0.763
25.569,314.05,-10.733
20.827,301.237,89.29
25.135,314.578,-11.316
47.738,319.521,121.928
39.749,322.195,-97.114
20.248,300.454,85.947
38.247,320.475,-69.441
38.279,320.479,-69.586
28.062,309.128,-37.429
42.185,324.67,-39.282
20.513,301.05,88.255
20.506,300.775,38.949
38.276,320.017,-67.981
32.24,313.962,-52.18
38.239,320.278,-68.817
37.98,320.064,-67.194
27.298,308.335,56.832
35.219,320.012,-47.464
35.331,320.133,-48.019
35.544,320.267,-47.695
35.445,320.319,-47.908
28.951,310.258,2.637
21.754,302.497,47.078
20.568,301.065,88.397
37.43,319.991,-64.845
36.921,312.461,-50.622
39.746,321.344,118.241
26.9,307.954,55.629
42.992,326.074,-44.616
20.392,301.01,87.886
38.127,321.09,116.545
27.191,308.478,56.035
42.551,325.562,-35.897
22.156,303.002,46.813
20.371,301.079,87.734
39.03,321.869,-78.249
41.779,324.951,-42.21
38.867,321.712,-76.405
26.766,304.951,57.197
28.421,310.193,59.443
35.153,317.751,109.733
24.383,305.661,45.142
37.172,296.766,109.33
36.665,296.687,108.946
41.116,324.469,-40.794
22.979,304.253,48.797
29.154,311.47,84.172
27.767,309.963,-6.65
32.722,315.52,-20.573
22.48,318.217,-19.749
30.057,312.363,61.128
21.82,303.144,45.856
39.197,322.696,116.834
20.314,301.683,40.216
29.684,324.606,111.42
22.501,303.897,45.628
16.478,297.521,51.158
44.515,328.282,-54.759
29.509,311.877,-0.996
16.123,297.158,50.716
44.965,318.652,-20.475
17.583,298.88,51.656
38.089,321.73,-70.876
28.723,311.127,-0.685
43.746,327.88,-50.197
29.54,312.491,80.665
25.06,307.258,50.875
26.648,309.157,49.274
29.662,312.808,76.057
29.402,312.306,-2.426
116.769,316.945,84.542
29.761,312.738,64.037
41.048,325.251,-41.198
19.581,301.891,40.66
36.393,320.055,-39.545
28.701,312.122,69.495
29.547,312.571,62.559
29.572,312.669,82.795
30.195,313.385,-48.561
28.973,312.186,64.821
29.38,312.536,63.169
29.251,312.545,63.516
15.868,298.127,49.722
20.377,302.919,41.49
26.325,310.021,-32.383
30.555,314.596,-9.198
36.408,320.879,-61.208
37.081,321.97,-64.641
36.009,320.574,-46.847
27.266,311.13,-12.177
29.962,314.112,-48.203
38.96,324.349,-92.491
35.546,337.808,-53.784
35.89,320.541,-46.974
35.934,320.684,-46.962
35.849,320.683,-47.101
35.578,320.395,-57.923
21.237,328.999,102.903
35.562,320.432,-47.769
28.737,312.823,65.52
28.452,313.031,66.999
29.868,314.388,69.085
34.385,319.279,-55.964
34.257,318.96,-56.041
34.854,320.143,-39.868
31.227,316.049,-52.305
42.981,329.252,-52.649
31.737,316.497,-51.025
57.184,317.69,131.084
35.554,320.753,-40.028
35.742,320.81,-44.981
35.604,320.873,-44.778
29.431,314.351,74.062
35.54,320.946,-44.55
35.451,320.89,-44.649
37.336,322.765,116.699
22.84,313.24,-21.212
17.045,300.673,49.129
33.623,318.914,-49.7
31.435,316.613,-50.138
16.604,300.15,49.467
29.032,315.917,-46.874
29.657,314.943,70.084
27.899,326.139,108.707
28.755,313.854,66.956
33.085,318.507,-49.966
40.14,326.646,-41.368
26.688,311.805,-24.354
32.22,317.739,-50.088
29.595,315.165,71.968
31.154,316.649,-53.031
28.216,313.491,67.532
37.262,323.398,115.868
34.503,320.36,-54.232
34.019,320.331,-39.802
59.41,290.43,113.424
28.746,314.047,85.531
59.176,289.817,113.26
27.823,313.634,69.673
29.557,315.304,71.602
28.957,314.706,92.948
42.453,329.85,-51.501
37.015,323.495,114.9
34.752,321.205,-40.542
37.39,324.13,-60.961
34.376,320.925,-48.934
27.84,313.615,-7.232
34.023,320.654,-40.051
34.629,321.291,-40.67
34.649,321.194,-41.612
44.3,331.308,-153.378
31.477,317.996,-52.699
34.703,321.93,-40.95
27.036,313.269,-7.992
25.498,311.556,-26.333
34.476,321.483,-41.0
42.018,330.068,-45.359
28.15,314.401,68.33
26.435,312.954,-9.399
36.239,323.561,115.289
27.719,314.2,68.964
36.089,323.726,114.504
34.904,322.425,-46.364
25.87,312.704,-16.14
33.918,321.222,-50.94
34.339,321.709,-41.396
41.167,333.857,-155.303
38.106,326.377,-86.782
35.043,323.032,114.993
27.217,314.386,-43.16
35.784,323.856,114.637
27.21,314.639,70.559
27.784,315.123,85.564
35.195,323.279,115.098
35.487,323.416,115.209
32.177,319.625,-47.707
35.921,324.378,-40.54
37.366,325.827,-59.252
27.762,315.143,85.585
28.733,316.552,72.878
27.784,315.115,85.515
31.563,319.768,-47.524
52.574,299.702,129.311
32.906,321.048,-39.644
27.749,315.175,85.626
27.603,315.091,84.302
27.622,315.069,84.304
32.688,321.081,-46.312
26.983,314.932,83.839
27.567,315.108,84.113
31.478,319.548,-47.706
27.704,314.94,84.012
27.566,315.142,84.361
30.837,319.075,105.834
28.281,316.01,70.673
13.582,336.132,90.22
29.29,312.964,83.028
26.916,314.962,84.802
26.751,314.465,-9.528
86.756,318.657,99.623
41.851,331.753,-79.315
24.532,312.262,-25.367
28.054,315.983,-45.31
28.629,316.726,73.417
27.083,314.983,70.388
34.44,323.469,-48.795
41.664,331.318,-42.888
25.193,313.47,-12.759
24.32,312.492,-26.464
26.559,314.732,-10.063
37.738,327.402,-89.259
24.123,312.69,-30.32
33.869,323.342,114.217
34.395,323.857,-49.174
34.77,324.177,114.166
33.837,323.709,114.242
26.761,315.885,89.947
40.925,333.523,-157.554
33.981,323.896,114.299
26.568,315.753,71.261
42.667,333.56,-40.623
41.228,332.17,-91.967
33.768,323.954,114.166
44.816,329.84,-147.705
31.701,321.605,-38.624
30.595,320.743,-35.065
37.186,328.114,-96.089
33.575,323.828,114.094
40.832,332.067,-87.332
40.348,331.57,-40.674
26.573,316.074,71.101
45.869,337.472,-39.341
32.727,323.394,110.372
26.215,316.03,-42.592
27.34,317.286,-43.456
31.547,322.005,-39.531
30.571,320.931,-35.383
27.756,318.232,98.007
33.246,323.906,113.802
29.993,320.263,-45.019
29.908,320.674,107.158
44.294,334.217,-147.814
31.751,322.443,-40.79
40.677,332.357,-78.376
45.743,337.899,-38.974
33.073,323.92,113.603
40.259,332.048,-89.361
33.224,324.147,113.68
32.558,323.309,110.161
34.43,321.156,-40.725
40.599,332.368,-70.299
30.832,321.687,-37.187
31.632,322.493,-42.759
32.756,323.878,113.406
37.07,328.53,-95.869
33.051,324.17,113.545
40.388,332.462,-62.925
40.459,332.466,-70.9
36.648,328.682,-102.866
40.983,333.104,-39.754
42.744,335.144,-47.367
30.857,322.087,-39.557
40.104,332.474,-78.573
33.078,324.391,113.466
25.469,316.323,-40.622
38.401,330.504,-82.797
40.298,332.556,-63.024
40.3,332.555,-62.969
40.236,332.637,-72.375
40.197,332.655,-63.114
40.272,332.581,-62.934
32.005,323.614,110.074
25.088,315.873,-12.183
23.049,313.574,-22.821
40.476,332.455,-70.498
30.263,321.461,-36.068
39.64,331.937,-87.096
39.633,331.954,-86.891
24.785,315.624,-12.044
39.976,332.474,-96.572
23.429,314.407,-26.957
45.329,338.99,-42.366
28.467,320.535,104.303
38.917,331.448,-87.248
25.27,316.589,-13.064
41.276,343.03,-41.746
41.785,334.977,-48.871
38.577,331.32,-80.582
39.579,332.383,-79.212
39.376,332.154,-81.462
28.543,320.435,-30.276
28.751,320.706,-31.316
32.035,324.141,113.084
38.829,331.583,-83.057
38.566,331.468,-79.006
23.993,315.41,-32.451
39.077,331.986,-81.273
45.074,331.442,-148.318
38.707,331.595,-80.504
28.646,320.65,-31.087
39.0,332.191,-96.625
38.567,331.505,-78.744
23.189,314.64,-15.707
23.075,314.675,-15.777
39.682,332.911,-68.599
39.46,332.703,-99.735
24.339,316.028,-12.591
28.778,320.739,-31.478
28.648,320.683,-31.176
38.552,331.634,-95.129
28.987,321.315,-43.079
38.507,331.726,-95.769
44.766,329.658,-147.629
39.043,332.355,-97.907
38.337,331.543,-76.281
38.525,331.931,-96.953
38.617,331.959,-96.656
44.659,338.944,-43.334
44.724,339.051,-43.186
26.895,319.345,-20.866
38.951,332.372,-98.462
22.899,314.756,-15.847
40.615,334.584,-51.275
22.051,314.042,-20.478
38.102,331.646,-73.973
31.681,324.993,111.763
38.709,332.719,-102.527
29.116,322.143,-41.651
31.768,324.95,112.504
29.063,322.099,-41.824
37.505,331.633,-70.047
45.436,340.394,-39.782
35.856,330.086,-59.215
27.142,320.166,-27.957
32.816,326.47,-44.3
23.693,316.482,-25.941
44.259,339.248,-38.091
31.402,325.088,111.614
38.846,333.801,-62.732
24.068,317.169,-13.602
27.689,321.145,-41.17
38.221,332.744,-70.969
36.581,330.936,-105.065
25.128,318.407,-33.088
38.513,333.41,-67.011
24.34,318.528,90.769
38.379,288.214,99.19
23.856,317.502,-24.096
25.636,319.549,-25.916
38.004,333.249,-67.72
37.172,332.411,-67.258
30.779,325.241,111.783
30.665,325.32,111.37
38.017,333.297,-67.49
21.866,315.683,-15.476
25.189,319.4,-24.459
37.813,333.555,-65.765
37.808,333.644,-65.391
37.428,333.136,-66.62
23.231,317.631,-14.178
30.082,325.32,111.667
29.799,325.31,111.579
35.043,331.15,-58.061
21.027,315.413,-17.176
37.143,333.364,-65.161
35.925,332.502,-62.297
37.679,334.326,-62.414
36.648,333.311,-63.944
24.413,320.044,75.288
25.246,321.301,80.038
36.681,333.664,-63.344
35.309,332.46,-60.516
21.223,316.893,-16.302
24.274,320.224,75.478
18.079,289.459,46.188
17.968,289.588,46.188
18.247,289.174,46.18
23.754,319.912,-20.269
25.92,322.412,104.118
21.127,317.052,-17.203
25.071,321.685,79.947
23.405,319.807,-19.974
36.869,334.861,-60.405
43.536,342.7,-40.621
36.102,334.143,-61.31
42.364,341.412,-38.04
36.671,335.009,-59.947
24.318,321.678,93.582
30.95,328.916,-44.029
37.255,336.028,-56.735
35.552,334.1,-60.391
28.132,326.081,110.139
22.838,320.745,79.582
36.634,335.66,-58.213
23.043,320.694,76.866
34.274,333.815,-58.057
27.0,326.202,107.79
25.866,324.983,108.285
23.064,321.919,77.147
33.945,334.228,-57.374
26.93,326.435,109.721
23.931,323.252,80.663
35.356,335.956,-57.191
26.263,326.166,109.813
21.849,321.453,88.169
35.812,336.838,-38.254
23.582,323.663,80.845
23.135,323.228,78.888
21.991,322.061,98.735
36.391,338.153,-52.45
29.818,331.438,-46.108
40.623,343.052,-41.842
37.108,339.436,-38.022
33.11,335.1,-55.8
35.061,337.246,-54.878
40.259,343.221,-40.827
21.737,323.218,101.178
32.325,335.082,-39.743
32.097,334.709,-54.439
31.889,334.664,-54.095
17.476,327.446,83.112
17.621,327.253,82.963
38.097,341.747,-40.072
25.514,327.719,108.207
25.481,327.703,108.367
35.665,339.779,-39.869
23.597,326.75,108.58
33.674,338.054,-53.418
21.128,324.174,78.977
32.395,336.723,-54.069
37.169,342.181,-43.053
31.344,335.917,-53.47
22.001,325.816,84.277
32.644,337.403,-53.673
34.445,339.701,-50.143
21.85,326.036,84.621
31.523,310.274,-50.482
27.44,306.698,54.443
30.806,335.953,-52.78
49.162,323.627,-74.435
29.367,334.463,-49.993
29.135,334.52,-49.728
47.818,317.03,-52.571
23.123,327.695,108.48
52.709,301.109,102.563
30.836,336.309,-52.786
35.649,341.75,-44.453
31.806,337.758,-41.294
19.908,324.581,80.395
21.815,326.889,98.591
30.587,336.768,-52.362
34.6,341.134,-46.358
29.323,335.368,-42.347
29.197,335.458,-42.688
20.003,325.36,80.053
31.835,338.602,-51.817
32.234,339.199,-50.983
31.9,338.872,-51.417
36.298,315.019,89.602
38.81,333.939,-61.813
33.723,341.697,-45.448
27.56,335.187,-47.226
51.645,323.882,-39.331
19.828,327.097,106.297
29.713,337.976,-51.017
20.686,327.732,86.383
21.753,329.199,106.553
19.091,329.721,87.917
30.45,338.874,-50.618
19.027,329.809,87.985
21.574,329.264,106.454
31.647,340.854,-48.043
21.092,329.641,105.688
27.621,336.968,-48.997
30.31,340.427,-48.186
20.686,329.907,105.17
28.273,338.49,-48.154
29.191,339.503,-48.244
38.547,315.805,95.85
17.736,327.429,105.211
17.066,326.754,104.154
15.418,325.706,101.265
14.315,334.217,87.994
18.952,329.907,88.074
18.998,329.839,87.966
18.982,329.858,87.991
18.932,329.917,87.993
19.781,330.651,104.106
18.87,329.981,87.987
35.275,288.432,39.678
15.532,326.778,102.904
14.046,333.835,87.602
17.064,330.3,84.837
17.617,330.902,103.495
16.768,330.774,85.311
16.708,330.868,85.398
17.615,332.7,98.502
16.878,331.763,102.057
17.523,332.772,97.841
14.946,330.222,85.887
15.713,330.891,85.086
15.403,331.151,101.335
17.219,333.27,95.585
15.331,331.122,85.346
16.605,333.185,90.964
17.035,333.969,94.651
16.037,333.064,99.829
15.292,332.774,86.66
11.605,328.651,97.019
12.184,329.778,93.299
15.362,333.322,87.525
13.611,331.671,87.138
11.995,330.231,92.68
13.404,331.873,87.319
14.155,332.732,86.74
46.511,302.864,98.506
15.517,335.866,92.438
15.372,335.915,92.365
15.413,335.912,92.464
15.228,335.953,92.193
15.374,335.924,92.457
12.973,333.655,97.492
15.009,336.08,92.349
12.302,332.849,88.253
11.486,332.754,89.252
10.037,333.023,94.676
11.666,335.065,95.094
12.599,336.077,90.427
10.013,333.187,94.591
11.774,335.298,89.596
9.162,332.861,92.286
10.759,334.724,89.447
9.106,333.571,91.885
10.421,335.294,90.879
27.752,310.935,49.572
47.833,319.999,-59.799
33.432,286.409,71.881
33.628,286.568,71.663
21.419,329.5,105.827
40.385,322.221,117.179
40.353,322.221,117.435
52.935,313.385,129.731
32.997,296.371,104.64
23.864,304.664,44.985
37.773,284.007,84.166
37.726,283.971,84.396
38.52,342.719,-41.863
41.884,294.105,69.285
43.001,294.712,74.588
42.85,294.631,74.69
42.716,294.686,74.568
42.766,294.718,74.236
42.922,294.797,74.243
43.044,294.942,74.214
34.274,293.103,58.968
15.706,326.075,102.042
17.229,331.43,102.724
44.177,290.837,61.508
22.791,287.302,55.117
46.447,293.532,89.343
31.647,310.215,35.541
53.506,299.512,104.359
55.461,291.553,105.306
55.383,291.568,105.127
38.663,307.585,-21.654
60.131,294.112,126.334
35.443,285.415,29.197
32.437,323.302,110.104
35.139,282.951,34.668
34.339,319.435,-48.958
34.674,319.637,-48.501
34.657,319.644,-48.702
34.489,319.536,-48.633
34.054,319.442,-49.677
34.502,319.54,-48.824
35.195,319.965,-48.115
34.793,319.739,-48.608
35.033,319.866,-48.419
60.96,289.181,121.827
61.332,290.248,122.514
59.244,295.998,115.306
46.94,317.365,123.747
49.838,315.417,126.681
25.267,314.876,-11.159
